CATEGORY_TEXT	CONT_SCOPE	FUNC_LOC	ITEM_TITLE	ITEM_DESCRIPTION	STARTUP
HVAC	X	N/A	supply air VCD-3 for switchgear room	Scope of Work	Y
HVAC	X	N/A	VCD-4 for submain duct switchgear room	Scope of Work	Y
HVAC	X	N/A	Supply air VCD-5 for switchgear room	Scope of Work	Y
HVAC	X	N/A	Supply air VCD-6 for submain duct switch	Scope of Work	Y
HVAC	X	N/A	Supply air VCD-7 for switchgear room	Complete Installation inspection for supply air VCD-7 for switchgear room	Y
HVAC	X	N/A	Supply air VCD-8 for switchgear room	Complete Installation inspection for supply air VCD-8 for switchgear room	Y
HVAC	X	N/A	Supply air VCD-9 for switchgear room	Scope of Work	Y
HVAC	X	N/A	Insulation supply main duct for switchge	Scope of Work	Y
HVAC	X	N/A	Insulation RAD for switchgear room	Scope of Work	Y
HVAC	X	N/A	Insulation branch SAD for switchgear roo	Scope of Work	Y
HVAC	X	N/A	Insulation branch RAD for switchgear roo	Scope of Work	Y
HVAC	X	N/A	Insulation main SAD for Mechanical room	Scope of Work	Y
HVAC	X	N/A	Insulation main RAD for Mechanical room	Scope of Work	Y
HVAC	X	N/A	Insulation branch SAD for Mechanical roo	Scope of Work	Y
HVAC	X	N/A	Insulation branch RAD for Mechanical roo	Scope of Work	Y
HVAC	X	N/A	Insulation main SAD for Relay room	Scope of Work	Y
HVAC	X	N/A	Insulation main RAD for Relay room	Scope of Work	Y
HVAC	X	N/A	Insulation branch SAD for Relay room	Scope of Work	Y
HVAC	X	N/A	Insulation branch RAD for Relay room	Scope of Work	Y
HVAC	X	N/A	Insulation main RAD for GIS room	Scope of Work	Y
HVAC	X	N/A	Insulation main RAD for GIS room	Scope of Work	Y
HVAC	X	N/A	Insulation branch SAD for GIS room	Scope of Work	Y
HVAC	X	N/A	Insulation branch RAD for GIS room	Scope of Work	Y
HVAC	X	N/A	leak test main SAD for switchgear room	Scope of Work	Y
HVAC	X	N/A	leak test main RAD for switchgear room	Scope of Work	Y
HVAC	X	N/A	leak test branch SAD for switchgear room	Scope of Work	Y
HVAC	X	N/A	leak test branch RAD for switchgear room	Scope of Work	Y
HVAC	X	N/A	leak test main SAD for Mechanical room	Scope of Work	Y
HVAC	X	N/A	leak test main RAD for Mechanical room	Scope of Work	Y
HVAC	X	N/A	leak test branch SAD for Mechanical room	Scope of Work	Y
HVAC	X	N/A	leak test branch RAD for Mechanical room	Scope of Work	Y
HVAC	X	N/A	leak test main SAD for Relay room	Scope of Work	Y
HVAC	X	N/A	leak test main RAD for Relay room	Scope of Work	Y
HVAC	X	N/A	leak test branch SAD for Relay room	Complete leak test inspection for branch SAD for Relay room	Y
HVAC	X	N/A	leak test branch RAD for Relay room	Complete leak test inspection for branch RAD for Relay room	Y
HVAC	X	N/A	leak test main SAD for GIS room	Complete leak test inspection for main SAD for GIS room	Y
HVAC	X	N/A	leak test main RAD for GIS room	Complete leak test inspection for main RAD for GIS room	Y
HVAC	X	N/A	leak test branch SAD for GIS room	Complete leak test inspection for branch SAD for GIS room	Y
HVAC	X	N/A	leak test branch RAD for GIS room	Complete leak test inspection for branch RAD for GIS room	Y
HVAC	X	N/A	RAD bell mouth wire mesh in switchgear r	Complete Installation inspection for return air bell mouth wire mesh in switchgear room	Y
HVAC	X	N/A	RAD bell mouth wire mesh in GIS room	Complete Installation inspection for return air bell mouth wire mesh in GIS room	Y
HVAC	X	N/A	BDD Exhaust Fan- 5A	Complete Installation of Exhaust Fan Back draft damper at battery Room Tag No-5A Substation building	Y
HVAC	X	N/A	BDD Exhaust Fan- 5B	Complete Installation of Exhaust Fan Back draft damper at battery Room Tag No-5B Substation building	Y
HVAC	X	N/A	BDD Access door- 5A	Scope of Work	Y
HVAC	X	N/A	BDD Access door- 5B	Scope of Work	Y
HVAC	X	N/A	Exhaust fans-5A cleaning	Scope of Work	Y
HVAC	X	N/A	Exhaust fans-5B cleaning	Scope of Work	Y
HVAC	X	N/A	DDC Panel Installation HVAC	Scope of Work	Y
HVAC	X	N/A	AHU Cleaning Tag-2A	Scope of Work	Y
HVAC	X	N/A	ACCU Cleaning Tag-2B	Scope of Work	Y
HVAC	X	N/A	FSD Cable continuity test	Scope of Work	Y
HVAC	X	N/A	MVD Cable continuity test	Scope of Work	Y
HVAC	X	N/A	DDC Panel Functional test	Scope of Work	Y
HVAC	X	N/A	Exhaust fans continuity test	Complete Cable pulling, Termination and Continuity test for Exhaust Fan Tag No- 5A/5B	Y
HVAC	X	N/A	Exhaust fans Functional test	Functional test for Exhaust Fan 5A/5B	Y
HVAC	X	N/A	Exhaust fans Grounding cable	Grounding cable shall be comlete for Exhaust Fan 5A/5B	Y
Electrical	X	N/A	Storage batteries -001IR	Scope of Work	Y
Electrical	X	N/A	Storage batteries termination	Scope of Work	Y
Electrical	X	N/A	Storage batteries-002 IR	Scope of Work	Y
Electrical	X	N/A	Storage batteries termination	Scope of Work	Y
Electrical	X	N/A	Storage batteries	Scope of Work	Y
Electrical	X	N/A	Ehaust Fan-5A	Scope of Work	Y
Electrical	X	N/A	Ehaust Fan-5A IR test	Scope of Work	Y
Electrical	X	N/A	Ehaust Fan-5A termination	Scope of Work	Y
Electrical	X	N/A	Ehaust Fan-5B	EF-5B Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	Ehaust Fan-5B IR test	Scope of Work	Y
Electrical	X	N/A	Ehaust Fan-5B termination	Scope of Work	Y
Electrical	X	N/A	Bus bar Installation Battery room	Scope of Work	Y
Electrical	X	N/A	Bus bar Battery room	Scope of Work	Y
Electrical	X	N/A	Bus bar IR test Battery room	Scope of Work	Y
Electrical	X	N/A	Bus bar termination Battery room	Scope of Work	Y
Electrical	X	N/A	Door Grounding	Scope of Work	Y
Electrical	X	N/A	Door Grounding IR test	Scope of Work	Y
Electrical	X	N/A	Door Grounding termination	Scope of Work	Y
Electrical	X	N/A	Bus bar tag Battery room	Scope of Work	Y
Electrical	X	N/A	DSW-005 Grounding	Scope of Work	Y
Electrical	X	N/A	DSW-005 Grounidng cableIR	Scope of Work	Y
Electrical	X	N/A	DSW-005 Grounidng cable termination	607-001-DSW(D)-005 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	DSW-007 Grounding	607-001-DSW(D)-007 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	DSW-007 Grounidng cableIR	Scope of Work	Y
Electrical	X	N/A	DSW-007 Grounidng cable termination	Scope of Work	Y
Electrical	X	N/A	AHU-2A Grounding	Scope of Work	Y
Electrical	X	N/A	AHU-2A Grounidng cableIR	Scope of Work	Y
Electrical	X	N/A	AHU-2A Grounidng cable termination	Scope of Work	Y
Electrical	X	N/A	AHU-2B Grounding	Scope of Work	Y
Electrical	X	N/A	AHU-2B Grounidng cableIR	Scope of Work	Y
Electrical	X	N/A	AHU-2B Grounidng cable termination	Scope of Work	Y
Electrical	X	N/A	Door Grounding	Scope of Work	Y
Electrical	X	N/A	Door Grounding IR test	Scope of Work	Y
Electrical	X	N/A	Door Grounding termination	Scope of Work	Y
Electrical	X	N/A	busbar Identification tag	Scope of Work	Y
Electrical	X	N/A	607-001-SG-001 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-SG-001 Grounidng cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-SG-001 Grounidng cable terminati	607-001-SG-001 Switch gear Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-SG-301 Grounding	607-001-SG-301 Switch gear equipment Grounding connection to be done	Y
Electrical	X	N/A	607-001-SG-301 Grounidng cableIR	607-001-SG-301 Switch gear Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-SG-301 Grounidng cable terminati	607-001-SG-301 Switch gear Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-MCC-001 Grounding	607-001-MCC-001 Equipment Grounding to be done	Y
Electrical	X	N/A	607-001-MCC-001 Grounidng cableIR	607-001-MCC-001 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-MCC-001 Grounidng cable terminat	607-001-MCC-001 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-MCC-002 Grounding	607-001-MCC-002 Equipment Grounding not done at two ends	Y
Electrical	X	N/A	607-001-MCC-002 Grounidng cableIR	607-001-MCC-002 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-MCC-002 Grounidng cable terminat	607-001-MCC-002 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-BC-001 Grounding	607-001-BC-001 battery cahrger Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-BC-001 Grounidng cableIR	607-001-BC-001 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	The Grounding conductor from the Main grid to the Down conductor ,Proper support to be provided using project approved materials	N
Electrical	X	N/A	GIS Substation Building	Standard Requirement for Equipment & Personal Safety	Y
Electrical	X	N/A	GIS Substation Building	Standard Requirement for Equipment & Personal Safety	Y
Electrical	X	N/A	GIS Substation Building	Identification tag to be provided for all the ground cables terminated at MSG in the GIS SWGR room ,relay Room, Switchgear & Mechani	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	Earth Pit Installation to be completed & proper identification to be provided around the Substation Building as per the Drawings	N
Electrical	X	N/A	GIS Substation Building	Illumination test to be conducted inside all the S/S interior rooms & external buildings ,the values are within the standard accepta	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal & Down conductor Installation for the Lightning protection be completed as per the Approved IFC drawing	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	The grounding cables from main grid to the Main Safety Ground Busar (MSG) at GIS SWGR room ,relay Room MV & LV Switchgear & Mechanic	Y
Electrical	X	N/A	GIS Substation Building	Earth Resiatance Test & Continuity Test to be conducted at all Main safety Busbar & equipments connected in the GIS SWGR room ,relay	Y
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal Install near the Cage ladder , the height of the Air terminal should be greater than Cage /Steel access ladder as p	N
Electrical	X	N/A	GIS Substation Building	Emergency Light Battery backup durartion test to be conducted in GIS SWGR room ,relay Room, MV &LV Switchgear & Mechanical room as m	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	PIB (Process interface Building)	The grounding cables from main grid to the Main Safety Ground Busar (MSG) at PIB room found without terminated during PMCC ,terminat	Y
Electrical	X	N/A	PIB (Process interface Building)	Standard Requirement for Equipment & Personal Safety	Y
Electrical	X	N/A	PIB (Process interface Building)	As per the Standard Requirement	N
Electrical	X	N/A	PIB (Process interface Building)	As per the Standard Requirement	N
Electrical	X	N/A	PIB (Process interface Building)	As per the Standard Requirement	N
Electrical	X	N/A	PIB (Process interface Building)	As per the Standard Requirement	N
Electrical	X	N/A	PIB (Process interface Building)	Earth Pit Installation to be completed & identified around the PIB Building as per the Drawings	N
Electrical	X	N/A	PIB (Process interface Building)	Illumination test to be conducted inside all the PIB building interior rooms & External buildings . The values are within the standa	N
Electrical	X	N/A	PIB (Process interface Building)	As per the Standard Requirement	N
Electrical	X	N/A	PIB (Process interface Building)	The Air Terminal which going to Install near the Cage ladder , the height of the Air terminal should be greater than Cage /Steel acc	N
Electrical	X	N/A	PIB (Process interface Building)	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal & Down conductor Installation for the Lightning protection be completed as per the Approved IFC drawing	N
Electrical	X	N/A	GIS Substation Building	The Grounding conductor from the Main grid to the Down conductor ,Proper support to be provided using project approved materials	N
Electrical	X	N/A	GIS Substation Building	The grounding cables from main grid to the Main Safety Ground Busar (MSG) at GIS SWGR room ,relay Room MV & LV Switchgear & Mechanic	Y
Electrical	X	N/A	GIS Substation Building	Earth Resiatance Test & Continuity Test to be conducted at all Main safety Busbar & equipments connected in the GIS SWGR room ,relay	Y
Electrical	X	N/A	GIS Substation Building	Identification tag to be provided for all the ground cables terminated at MSG in the GIS SWGR room ,relay Room, Switchgear & Mechani	N
Electrical	X	N/A	GIS Substation Building	Luminaires and control switches shall be marked (tagged) with circuit number and panel board number in GIS SWGR room ,relay Room, MV	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal Install near the Cage ladder , the height of the Air terminal should be greater than Cage /Steel access ladder as p	N
Electrical	X	N/A	GIS Substation Building	Emergency Light Battery backup durartion test to be conducted in GIS SWGR room ,relay Room, MV &LV Switchgear & Mechanical room as m	N
Electrical	X	N/A	GIS Substation Building	Spare grounding provisions shall be provided for the future equipments connection on the Electrical,Instrument & Telecom Busbar at G	N
Electrical	X	N/A	GIS Substation Building	Earth Pit Installation to be completed & proper identification to be provided around the Substation Building as per the Drawings	N
Electrical	X	N/A	GIS Substation Building	Illumination test to be conducted inside all the S/S interior rooms & external buildings ,the values are within the standard accepta	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal & Down conductor Installation for the Lightning protection be completed as per the Approved IFC drawing	N
Electrical	X	N/A	GIS Substation Building	The Grounding conductor from the Main grid to the Down conductor ,Proper support to be provided using project approved materials	N
Electrical	X	N/A	GIS Substation Building	The grounding cables from main grid to the Main Safety Ground Busar (MSG) at GIS SWGR room ,relay Room MV & LV Switchgear & Mechanic	Y
Electrical	X	N/A	GIS Substation Building	Earth Resiatance Test & Continuity Test to be conducted at all Main safety Busbar & equipments connected in the GIS SWGR room ,relay	Y
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal & Down conductor Installation for the Lightning protection be completed as per the Approved IFC drawing	N
Electrical	X	N/A	GIS Substation Building	The Grounding conductor from the Main grid to the Down conductor ,Proper support to be provided using project approved materials	N
Electrical	X	N/A	GIS Substation Building	The grounding cables from main grid to the Main Safety Ground Busar (MSG) at GIS SWGR room ,relay Room MV & LV Switchgear & Mechanic	Y
Electrical	X	N/A	GIS Substation Building	Standard Requirement for Equipment & Personal Safety	Y
Electrical	X	N/A	GIS Substation Building	Identification tag to be provided for all the ground cables terminated at MSG in the GIS SWGR room ,relay Room, Switchgear & Mechani	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	Emergency Light Battery backup durartion test to be conducted in GIS SWGR room ,relay Room, MV &LV Switchgear & Mechanical room as m	N
Electrical	X	N/A	GIS Substation Building	Spare grounding provisions shall be provided for the future equipments connection on the Electrical,Instrument & Telecom Busbar at G	N
Electrical	X	N/A	GIS Substation Building	Earth Pit Installation to be completed & proper identification to be provided around the Substation Building as per the Drawings	N
Electrical	X	N/A	GIS Substation Building	Illumination test to be conducted inside all the S/S interior rooms & external buildings ,the values are within the standard accepta	N
Electrical	X	N/A	607-001-BC-001 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-BC-002 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-BC-002 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-BC-002 Grounding cable terminati	607-001-BC-002 Termination and Torque Test for baterry charger Grounding conductor not done.	Y
Electrical	X	N/A	PSA Annunciator Grounding	PSA Annunciator Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	PSA Annunciator Grounding cableIR	PSA Annunciator Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	PSA Annunciator Grounding cable terminat	PSA Annunciator Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	Breaker Test Cabinet Grounding	13.8 KV Ckt, Breaker Test Cabinet Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	Breaker Test Cabinet Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	Breaker Test Cabinet Grounding cable ter	13.8 KV Ckt, Breaker Test Cabinet Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CB(A)-001 Grounding	607-001-CB(A)-001 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-CB(A)-001 Grounidng cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-CB(A)-001 Grounding cable termin	Scope of Work	Y
Electrical	X	N/A	607-001-CB(A)-002 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-CB(A)-002 Grounding cableIR	607-001-CB(A)-002 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CB(A)-002 Grounding cable termin	607-001-CB(A)-002 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-IRP-0001 Grounding	607-001-IRP-0001 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-IRP-0001 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-IRP-0001 Grounding cable termina	607-001-IRP-0001 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-IRP-0002 Grounding	607-001-IRP-0002 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-IRP-0002 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-IRP-0002 Grounding cable termina	607-001-IRP-0002 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-IRP-0003 Grounding	607-001-IRP-0003 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-IRP-0003 Grounding cableIR	607-001-IRP-0003 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-IRP-0003 Grounding cable termina	607-001-IRP-0003 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-IRP-0004 Grounding	607-001-IRP-0004 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-IRP-0004 Grounding cableIR	607-001-IRP-0004 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-IRP-0004 Grounding cable termina	607-001-IRP-0004 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	480 V Ckt, Breaker Test Cabinet Groundin	Scope of Work	Y
Electrical	X	N/A	480 V Ckt, Breaker Test Cabinet Groundin	480 V Ckt, Breaker Test Cabinet Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	480 V Ckt, Breaker Test Cabinet Groundin	480 V Ckt, Breaker Test Cabinet Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	Busbar Switchgear room north side	Scope of Work	Y
Electrical	X	N/A	Busbar Switchgear Cabinet Grounding	Grounding Busbar inside Switchgear room (north side) Grounding Conductor installation not done.	Y
Electrical	X	N/A	Busbar Switchgear Grounding cableIR	Grounding Busbar inside Switchgear room (north side) Continuity & Resistance Test for Grounding conductor not done.	Y
Electrical	X	N/A	Busbar Switchgear Grounding cable termin	Grounding Busbar inside Switchgear room (north side) Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	door Grounding	Scope of Work	Y
Electrical	X	N/A	door Grounding cableIR	Door Grounding of Switchgear room Continuity & Resistance Test for Grounding conductor not done.	Y
Electrical	X	N/A	door Groundingcable termination	Door Grounding of Switchgear room Termination Torque Test for Grounding conductor not done.	Y
Electrical	X	N/A	busbar SG room identification	Provide Tag number of Busbar inside Switchgear room and to be reflected to the IFC drawing.	Y
Electrical	X	N/A	cable tray	Provide Cable Tray Grounding inside Switchgear room.	Y
Electrical	X	N/A	601-001-CBD-301 Grounding	601-001-CBD-301 Installation Inspection for Equipmenrt Grounding not done.	Y
Electrical	X	N/A	601-001-CBD-301 Grounding cableIR	601-001-CBD-301 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	601-001-CBD-301 Grounding cable terminat	601-001-CBD-301 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	601-001-CBD-302 Grounding	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-302 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-302 Grounding cable terminat	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-001 Grounding	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-001 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-001 Grounding cable terminat	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-002   Grounding	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-002 Grounding	Scope of Work	Y
Electrical	X	N/A	601-001-CBD-002 Grounding cableIR	601-001-CBD-002 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	601-001-CBD-002 Grounding cable terminat	601-001-CBD-002 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-XFR(T)-001 Grounding	607-001-XFR(T)-001 Neutral grounding of dry type transformer to be done with near grounding busbar	Y
Electrical	X	N/A	607-001-XFR(T)-006 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-XFR(T)-010 Grounding	607-001-XFR(T)-010 Neutral grounding of dry type transformer to be done with near grounding busbar	Y
Electrical	X	N/A	607-001-XFR(T)-0011 Grounding	607-001-XFR(T)-011 Neutral grounding of dry type transformer to be done with near grounding busbar	Y
Electrical	X	N/A	607-001-RP-601 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-601 Grounding cableIR	607-001-RP-601 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-601 Grounding cable terminati	607-001-RP-601 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-602 Grounding	607-001-RP-602Realy panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-RP-602 Grounding cableIR	607-001-RP-602 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-602 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-603 Grounding	607-001-RP-603 Realy panel Installation and connection of Grounding cable not done..	Y
Electrical	X	N/A	607-001-RP-603 Grounding cableIR	607-001-RP-603 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-603 Grounding cable terminati	607-001-RP-603 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-604 Grounding	607-001-RP-604 Realy panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-RP-604 Grounding cableIR	607-001-RP-604 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-604 Grounding cable terminati	607-001-RP-604 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-605 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-605 Grounding cableIR	607-001-RP-605 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-605 Grounding cable terminati	607-001-RP-605 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-606 Grounding	607-001-RP-606 Realy panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-RP-606 Grounding cableIR	607-001-RP-606 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-606 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-607 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-607 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-607 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-608 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-608 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-608 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-CP-606 Grounding	607-001-CP-606 control panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-606 Grounding cableIR	607-001-CP-606 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-606 Grounding cable terminati	607-001-CP-606 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-607 Grounding	607-001-CP-607 control panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-607 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-CP-607 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-001 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-001 Grounding cableIR	607-001-PSA-001 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-001 Grounding cable terminat	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-002 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-002 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-002 Grounding cable terminat	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-003 Grounding	607-001-PSA-003 Power system and automation panel Equipment Grounding not done	Y
Electrical	X	N/A	607-001-PSA-003 Grounding cableIR	607-001-PSA-003 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-003 Grounding cable terminat	607-001-PSA-003 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-FACP-001 Grounding	607-001-FACP-001 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-FACP-001 Grounding cableIR	607-001-FACP-001 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-FACP-001 Grounding cable termina	607-001-FACP-001 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-004 Grounding	607-001-PSA-004 Installation Inspection for Equipment Grounding not done.	Y
Electrical	X	N/A	607-001-PSA-004 Grounding cableIR	607-001-PSA-004 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-004 Grounding cable terminat	607-001-PSA-004 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	Relay room Grounding	Door Grounding of Relay room installation not done.	Y
Electrical	X	N/A	Relay room Grounding cableIR	Door Grounding of Relay room Continuity & Resistance Test for Grounding conductor not done.	Y
Electrical	X	N/A	Relay room Grounding cable termination	Door Grounding of Relay room Termination Torque Test for Grounding conductor not done.	Y
Electrical	X	N/A	Relay room busbar identification	Provide Tag number of Busbar inside Relay room and to be reflected to the IFC drawing.	Y
Electrical	X	N/A	Cable Tray relay room	Provide Cable Tray Grounding at both ends inside Relay room.	Y
