CATEGORY_TEXT	CONT_SCOPE	FUNC_LOC	ITEM_TITLE	ITEM_DESCRIPTION	STARTUP
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for Body Grounding of 369-019-GR(Y)-202. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for Resistor Grounding of 369-019-GR(Y)-202. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for Resistor Grounding of 369-019-GR(Y)-202. (Reference Drawing #369-P-CB	Y
Fire Protection	X	N/A	Fire Detection Alarm	Full Functional Test/ SAT shall be made on the Fire Detection Alarm System and to be witnessed by FrPD and LPD.	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-CBD-201 and CBD Support. (Reference Drawin	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-CBD-201 and CBD Support. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-CBD-202 and CBD Support. (Reference Drawing #369-P-CB-083009-	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Bus HI pot with Tag No# 369-019-CBD-201. (Reference Drawing #369-P-CA-082819-001-001)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Bus HI pot with Tag No# 369-019-CBD-202. (Reference Drawing #369-P-CA-082819-001-001)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Bus Termination Torqueing Testing for 369-019-CBD-201. (Reference Drawing #369-P-CA-082819-001-001)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Bus Termination Torqueing Testing for 369-019-CBD-202. (Reference Drawing #369-P-CA-082819-001-001)	Y
Fire Protection	X	N/A	Fire Detection Alarm	Full Functional Test/ SAT shall be made on the Fire Detection Alarm System and to be witnessed by FrPD and LPD.	Y
Electrical	X	N/A	Cable Bus System	Complete Hold Down Clamp Installation for 369-019-CBD-201 outside of SS-19 beside wall.. (Reference Drawing #369-P-CA-082819-001-001	N
Electrical	X	N/A	Cable Bus System	Scop of Work	N
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-CBD-001 and CBD Support. (Reference Drawin	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-CBD-001 and CBD Support. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-CBD-002 and CBD Support. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Cable Bus System	Complete the MCT Installation for Cable Bus.. (Reference Drawing #369-P-CB-082841-001-0A2)	N
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Bus Continuity and IR Testing for 369-019-CBD-002. (Reference Drawing #369-P-CA-082819-001-001)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Bus Termination Torqueing Testing for 369-019-CBD-002. (Reference Drawing #369-P-CA-082819-001-001)	Y
Electrical	X	N/A	Cable Tray System	Provide Cleaning and Remove Cable Ties/Dirt's From Cable Bus 369-019-CBD-001 /002and 369-019-CBD-201/202. (Reference Drawing #369-P-	N
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-SG-201. (Reference Drawing #369-P-CB-08300	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-SG-201. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-SG-201. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete the Bus Bar Torqueing for 369-019-SG-201. (Reference Drawing #369-P-CB-082841-001-0A2)	Y
IT	X	N/A	Fiber patch cord	Fiber patch cord is not available	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The Bus Bar Insulation Resistance for 369-019-SG-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The IR for Control Wiring of 369-019-SG-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The Instrument and Control power Transformer Testing for 369-019-SG-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The all Functional Testing of 369-019-SG-201. (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete the all Breaker installation inside 36-019-SG-201. (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The All Breakers Testing and Setting for 369-019-SG-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The Cleaning inside/outside and tope side of 369-019-SG-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-AFD-201. (Reference Drawing #369-P-CB-0830	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-AFD-201. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-AFD-201. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-AFD-202. (Reference Drawing #369-P-CB-0830	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-AFD-202. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-AFD-202. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	Complete the installation of Duct Smoke Detectors on the supply air ducting.	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13500 From 369-019-SG-201 To 369-019-AFD-201. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying with Tag No# CC-13501 From 369-019-SG-201 To 369-019-AFD-201. (Reference Drawing #369-P-CD-082861)	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13501 From 369-019-SG-201 To 369-019-AFD-201. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13501 From 369-019-SG-201 To 369-019-AFD-201. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13501 From 369-019-SG-201 To 369-019-AFD-201. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13503 From 369-019-SG-201 To 369-019-AFD-202. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13503 From 369-019-SG-201 To 369-019-AFD-202. (Reference Drawing #369-P	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	Ensure that the Air Inlet Sampling Tube of Duct Smoke Detectors are protruded across the HVAC Ducting/ cladding and provide manufact	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14321 From 369-019-PP-001 To 369-019-AFD-201, COOLING FAN & SERVICE SUPPL	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14321 From 369-019-PP-001 To 369-019-AFD-201, COOLING FAN & SERVICE SUP	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14326 From 369-019-PP-002 To 369-019-AFD-202, COOLING FAN & SERVICE SUP	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14326 From 369-019-PP-002 To 369-019-AFD-202, COOLING FAN & SERVICE SUP	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying with Tag No# PC-14320 From 369-019-PP-014 To 369-019-AFD-201. (Reference Drawing #369-P-CD-082861)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14320 From 369-019-PP-014 To 369-019-AFD-201. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying with Tag No# PC-14325 From 369-019-PP-015 To 369-019-AFD-202. (Reference Drawing #369-P-CD-082861)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14325 From 369-019-PP-015 To 369-019-AFD-202. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14283 From 369-019-MCC-001 To 369-019-XFR(T)-301 . (Reference Drawing #	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13456 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #369-P-CD-082	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13456 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13456 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13457 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #369-P-CD-082	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	Provide Battery Dropped Calculation certificate in order to ensure that secondary power supply could stand its operation for the FAC	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13457 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13457 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13464 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13464 From 369-019-XFR(T)-301 To 369-019-SG-001. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14284 From 369-019-MCC-002 To 369-019-XFR(T)-302. (Reference Drawing #3	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13458 From 369-019-XFR(T)-302 To 369-019-SG-001. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13458 From 369-019-XFR(T)-302 To 369-019-SG-001. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13458 From 369-019-XFR(T)-302 To 369-019-SG-001. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13459 From 369-019-XFR(T)-302 To 369-019-SG-001. (Reference Drawing #369-P-CD-082	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13459 From 369-019-XFR(T)-302 To 369-019-SG-001. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
DCS	X	N/A	missing labeling Manual Alarm Call Point	the labeling of Manual Alarm Call Points installed inside the substation 19 are missing and it is required to have a proper identifi	N
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14285 From 369-019-MCC-001 To 369-019-XFR(T)-303. (Reference Drawing #3	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13460 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #369-P-CD-082	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13460 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13460 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #36	Y
Fire Protection	X	N/A	Fire Detection Alarm	NFPA 72	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13461 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #369-P-CD-082	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13461 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13466 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #369-P-CD-082	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13466 From 369-019-XFR(T)-303 To 369-019-SG-201. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14286 From 369-019-MCC-002 To 369-019-XFR(T)-304. (Reference Drawing #369-P-CB-08	Y
IT	X	N/A	UPS	UPS is not powered on	N
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14286 From 369-019-MCC-002 To 369-019-XFR(T)-304. (Reference Drawing #369	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14286 From 369-019-MCC-002 To 369-019-XFR(T)-304. (Reference Drawing #3	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13463 From 369-019-XFR(T)-304 To 369-019-SG-201. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13463 From 369-019-XFR(T)-304 To 369-019-SG-201. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14287 From 369-019-PP-003 To 369-019-XFR(T)-301 AUXILIARY. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14287 From 369-019-PP-003 To 369-019-XFR(T)-301 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14287 From 369-019-PP-003 To 369-019-XFR(T)-301 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14288 From 369-019-PP-003 To 369-019-XFR(T)-302 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14288 From 369-019-PP-003 To 369-019-XFR(T)-302 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14289 From 369-019-PP-003 To 369-019-XFR(T)-303 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14289 From 369-019-PP-003 To 369-019-XFR(T)-303 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14290 From 369-019-PP-003 To 369-019-XFR(T)-304 AUXILIARY. (Reference D	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-MCC-201. (Reference Drawing #369-P-CB-0830	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-MCC-201. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-MCC-201. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-MCC-202. (Reference Drawing #369-P-CB-0830	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 10	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The Instrument and Control Power Transformer Testing for 369-019-MCC-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Cleaning	Complete The Cleaning inside/outside and top side of 369-019-MCC-201 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The Instrument and Control Power Transformer Testing for 369-019-MCC-202 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Fuse	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Cleaning	Complete The Cleaning inside/outside and tope side of 369-019-MCC-202 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13512 From 369-019-MCC-201 To 369-019-CP-007. (Reference Drawing #369-P-CD-082861	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13512 From 369-019-MCC-201 To 369-019-CP-007. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13512 From 369-019-MCC-201 To 369-019-CP-007. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13512 From 369-019-MCC-201 To 369-019-CP-007. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13517 From 369-019-MCC-202 To 369-019-CP-007. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13522 From 369-019-MCC-201 To 369-019-CP-007. (Reference Drawing #369-P-CD-082861	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13522 From 369-019-MCC-201 To 369-019-CP-007. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13527 From 369-019-MCC-202 To 369-019-CP-007. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13527 From 369-019-MCC-202 To 369-019-CP-007. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13513 From 369-019-MCC-201 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13513 From 369-019-MCC-201 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	Expedite the installation of all Catch Basins/ OWS per approved design for all Oil filled Transformers	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13514 From 369-019-MCC-201 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13514 From 369-019-MCC-201 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13518 From 369-019-MCC-202 To 369-IRP-204. (Reference Drawing #369-P-CD-0	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13518 From 369-019-MCC-202 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13518 From 369-019-MCC-202 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13519 From 369-019-MCC-202 To 369-IRP-204. (Reference Drawing #369-P-CD-082861)	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Fire Protection	X	N/A	Portable Fire Extinguisher	NFPA 10	Y
